Hi.,Salut!
I'm in Boston today.,Je suis à Boston aujourd'hui.
I'm in my apartment.,Je suis dans mon appartement.
I'm in my underwear.,Je suis en sous-vêtements.
I'm in the basement.,Je suis au sous-sol.
I'm in the bathroom.,Je suis dans la salle de bains.
I'm incredibly busy.,Je suis incroyablement occupé.
I'm indebted to you.,J'ai une dette envers toi.
I'm indebted to you.,J'ai une dette envers vous.
I'm just not hungry.,Je n'ai simplement pas faim.
I'm kind of a loner.,Je suis une sorte de solitaire.
I'm late for school.,Je suis en retard pour l'école.
I'm learning French.,J'apprends le français.
I'm learning French.,Je suis en train d'apprendre le français.
I'm leaving tonight.,Je pars ce soir.
I'm living my dream.,Je vis mon rêve.
I'm looking for you.,Je suis en train de vous chercher.
I'm making progress.,Je fais des progrès.
I'm more than happy.,Je suis plus qu'heureux.
I'm more than happy.,Je suis plus qu'heureuse.
I'm more than happy.,Je suis plus que content.
I'm more than happy.,Je suis plus que contente.
I'm no longer tired.,Je ne suis plus fatigué.
I'm not a bit tired.,Je ne suis pas du tout fatigué.
I'm not a good liar.,Je ne suis pas un bon menteur.
I'm not a good liar.,Je ne suis pas une bonne menteuse.
I'm not a scientist.,Je ne suis pas scientifique.
I'm not apologizing.,Je ne présente pas mes excuses.
I'm not at all busy.,Je ne suis pas occupé du tout.
I'm not at all busy.,Je ne suis pas occupée du tout.
I'm not blaming you.,Je ne vous blâme pas.
I'm not busy either.,Je ne suis pas occupé non plus.
I'm not busy either.,Je ne suis pas occupée non plus.
I'm not comfortable.,Je ne suis pas à l'aise.
I'm not coming back.,Je ne reviens pas.
I'm not coming back.,Je ne reviendrai pas.
I'm not complaining.,Je ne me plains pas.
I'm not disagreeing.,Je l'accorde.
I'm not discouraged.,Je ne suis pas découragé.
I'm not discouraged.,Je ne suis pas découragée.
I'm not dressed yet.,Je ne suis pas encore habillé.
I'm not eating this.,Je ne mange pas ça.
I'm not eating this.,Je ne vais pas manger ça.
I'm not embarrassed.,Je ne suis pas embarrassé.
I'm not embarrassed.,Je ne suis pas embarrassée.
I'm not going to go.,Je ne vais pas y aller.
I'm not in any pain.,Je n'éprouve pas la moindre douleur.
I'm not in the mood.,Je ne suis pas d'humeur.
I'm not intimidated.,Je ne suis pas intimidé.
I'm not intimidated.,Je ne suis pas intimidée.
I'm not leaving you.,Je ne te quitte pas.
I'm not married yet.,Je ne suis pas encore mariée.
I'm not married yet.,Je ne suis pas encore marié.
I'm not one of them.,Je ne fais pas partie du sérail.
I'm not one of them.,Je ne fais pas partie de leur groupe.
I'm not one of them.,Je ne fais pas partie de leur sérail.
I'm not one of them.,Je ne fais pas partie de leur bande.
I'm not presentable.,Je ne suis pas présentable.
I'm not proud of it.,Je n'en suis pas fier.
I'm not proud of it.,Je n'en suis pas fière.
I'm not really busy.,Je ne suis pas vraiment occupé.
I'm not really busy.,Je ne suis pas vraiment occupée.
I'm not telling you.,Je ne te le dis pas.
I'm not that hungry.,Je n'ai pas tellement faim.
I'm not that stupid!,Je ne suis pas stupide à ce point !
I'm not the manager.,Je ne suis pas le patron.
I'm not the problem.,"Le problème ce n'est pas moi."
I'm not the problem.,Ce n'est pas moi le problème.
I'm not very hungry.,Je n'ai pas très faim.
I'm not your father.,Je ne suis pas ton père.
I'm not your friend.,Je ne suis pas ton ami.
I'm not your friend.,Je ne suis pas ton amie.
I'm not your friend.,Je ne suis pas votre ami.
I'm not your friend.,Je ne suis pas votre amie.
I'm on the way home.,Je suis sur le chemin de la maison.
I'm only a customer.,Je ne suis qu'un client.
I'm out of practice.,Je manque de pratique.
I'm perfect for you.,Je suis parfait pour toi.
I'm perfect for you.,Je suis parfaite pour toi.
I'm perfect for you.,Je suis parfait pour vous.
I'm perfect for you.,Je suis parfaite pour vous.
I'm perfectly happy.,Je suis parfaitement heureux.
I'm perfectly happy.,Je suis parfaitement heureuse.
I'm practising judo.,Je pratique le judo.
I'm praying for Tom.,Je prie pour Tom.
I'm proud of my dad.,Je suis fière de mon père.
I'm proud of my son.,Je suis fier de mon fils.
I'm proud of myself.,Je suis fière de moi.
I'm proud of myself.,Je suis fier de moi.
I'm ready to go now.,Je suis prêt à partir maintenant.
I'm ready to go now.,Je suis prêt à y aller maintenant.
I'm really not busy.,Je ne suis vraiment pas occupé.
I'm really not busy.,Je ne suis vraiment pas occupée.
"I'm right aren't I?","J'ai raison non ?"
I'm sad without you.,Je suis triste sans vous.
I'm sad without you.,Je suis triste sans toi.
I'm sad without you.,"Sans toi je suis triste."
I'm scared to death.,Je suis mort de peur.
I'm scared to death.,Je suis morte de peur.
I'm short of breath.,Je suis à bout de souffle.
I'm sick of English.,J'en ai marre de l'anglais.
I'm sick of English.,Je n'en peux plus de l'anglais.
I'm slightly hungry.,J'ai légèrement faim.
I'm so proud of you.,Je suis tellement fier de toi.
I'm so proud of you.,Je suis tellement fière de toi.
I'm so proud of you.,Je suis tellement fière de vous.
I'm so proud of you.,Je suis tellement fier de vous.
I'm so sick of this.,J'en ai tellement marre.
I'm sorry. I forgot.,Je suis désolé. J'ai oublié.
I'm sorry. I forgot.,Je suis désolée. J'ai oublié.
I'm still concerned.,Je suis toujours inquiet.
I'm still not ready.,Je ne suis pas encore prêt.
I'm still undecided.,Je suis encore indécis.
I'm stuck in Boston.,Je suis coincé à Boston.
I'm stuck in my job.,Je suis coincé dans mon boulot.
I'm stuck in my job.,Je suis coincée dans mon boulot.
I'm studying French.,Je suis en train d'étudier le français.
I'm studying French.,J'étudie le français.
I'm taller than you.,Je suis plus grand que toi.
I'm the new teacher.,Je suis le nouvel enseignant.
I'm the new teacher.,Je suis la nouvelle enseignante.
I'm the victim here.,Je suis la victime ici.
I'm tired of Boston.,Je suis las de Boston.
I'm tired of Boston.,Je suis fatigué de Boston.
I'm tired of Boston.,Je suis fatiguée de Boston.
I'm tired of losing.,J'en ai marre de perdre.
I'm too old for Tom.,Je suis trop vieille pour Tom.
I'm too old for Tom.,Je suis trop âgé pour Tom.
I'm too old for Tom.,Je suis trop âgée pour Tom.
I'm too old for Tom.,Je suis trop vieux pour Tom.
I'm too old for you.,Je suis trop vieux pour vous.
I'm too old for you.,Je suis trop vieux pour toi.
I'm too old for you.,Je suis trop vieille pour vous.
I'm too old for you.,Je suis trop vieille pour toi.
I'm traveling light.,Je voyage léger.
I'm trying to sleep.,J'essaie de dormir.
I'm trying to study.,J'essaye d'étudier.
I'm used to Tom now.,Je suis habitué à Tom maintenant.
I'm very busy today.,Je suis très occupé aujourd'hui.
I'm very frustrated.,Je suis très frustré.
I'm very frustrated.,Je suis très frustrée.
I'm very sleepy now.,"J'ai très sommeil maintenant."
I'm waiting my turn.,J'attends mon tour.
I'm wasting my time.,Je perds mon temps.
I'm wasting my time.,Je suis en train de perdre mon temps.
I'm writing a novel.,J'écris un roman.
I'm your new lawyer.,Je suis votre nouvel avocat.
I've been told that.,On me l'a dit.
I've borrowed a car.,J'ai emprunté une voiture.
I've done it before.,Je l'ai fait auparavant.
I've figured it out.,J'ai compris.
I've found the leak.,J'ai trouvé la fuite.
I've got a new bike.,J'ai un nouveau vélo.
I've got a question.,J'ai une question.
I've got my reasons.,J'ai mes raisons.
I've got no friends.,Je n'ai aucun ami.
I've got no worries.,Je n'ai aucun souci.
I've got to do this.,Je dois le faire.
I've got to see you.,Il me faut vous voir.
I've got to see you.,Il me faut te voir.
I've lost my ticket.,J'ai perdu mon billet.
I've lost my wallet.,J'ai perdu mon portefeuille.
I've made my choice.,J'ai fait mon choix.
I've promised to go.,J'ai promis d'y aller.
I've read that book.,J'ai lu ce livre.
I've said I'm sorry.,J'ai dit que j'étais désolé.
I've studied French.,J'ai étudié le français.
I've tried them all.,Je les ai tous essayés.
I've tried them all.,Je les ai toutes essayées.
Ideas are important.,Les idées sont importantes.
Is French difficult?,Le français est-il difficile ?
Is French difficult?,"Est-ce que c'est difficile le français ?"
Is Tom absent today?,Tom est-il absent aujourd'hui ?
Is Tom on this ship?,Tom est-il sur ce bateau ?
Is Tom still aboard?,Tom est-il toujours à bord ?
Is Tom still aboard?,Tom est-il encore à bord ?
Is Tom still eating?,Tom mange encore ?
Is any of this true?,Quoi que ce soit de ceci est-il vrai ?
Is anybody in there?,"Y a-t-il qui que ce soit là-dedans ?"
Is anyone else home?,Qui que ce soit d'autre se trouve-t-il dans la maison ?
Is anyone else home?,Qui que ce soit d'autre se trouve-t-il à la maison ?
Is anyone listening?,Quiconque écoute-t-il ?
Is anyone surprised?,Quiconque est-il surpris ?
Is anyone surprised?,Qui que ce soit est-il surpris ?
Is anything missing?,Quoi que ce soit manque-t-il ?
Is anything missing?,Y a-t-il quoi que ce soit qui manque ?
Is college worth it?,L'université vaut-elle le coup ?
Is college worth it?,La faculté vaut-elle le coup ?
Is college worth it?,Cela vaut-il le coup d'aller à l'université ?
Is college worth it?,Cela vaut-il le coup d'aller en fac ?
Is everybody hungry?,Tout le monde a-t-il faim ?
Is everyone waiting?,Tout le monde est-il en train d'attendre ?
Is everything ready?,Est-ce que tout est prêt ?
Is everything ready?,Tout est-il prêt ?
Is he looking at me?,Est-il en train de me regarder ?
Is he really coming?,Viendra-t-il effectivement ?
Is it a big problem?,Est-ce un gros problème ?
Is it a big problem?,Est-ce un problème important ?
Is it a yes or a no?,C'est oui ou c'est non ?
Is it all necessary?,Tout ceci est-il nécessaire ?
Is it comprehensive?,Est-ce exhaustif ?
Is it far from here?,C'est loin d'ici ?
Is it getting worse?,Cela empire-t-il ?
Is it going to rain?,Pleuvra-t-il ?
Is it going to snow?,Va-t-il neiger ?
Is it still raining?,Pleut-il encore ?
Is it time to leave?,Est-ce l'heure de partir ?
Is it time to leave?,Est-il temps de partir ?
Is it time you need?,Est-ce de temps dont vous avez besoin ?
Is it time you need?,Est-ce de temps dont tu as besoin ?
Is my laundry ready?,Mon linge est-il prêt ?
Is that a challenge?,S'agit-il d'un défi ?
Is that a good idea?,Est-ce une bonne idée ?
Is that a new shirt?,Est-ce que c'est une nouvelle chemise ?
Is that a yes or no?,Est-ce un oui ou un non ?
Is that all of them?,Est-ce là la totalité d'entre eux ?
Is that all of them?,Est-ce là la totalité d'entre elles ?
Is that all we need?,Est-ce tout ce dont nous avons besoin ?
Is that good enough?,Est-ce assez bon ?
Is that one of ours?,Est-ce là l'un d'entre nous ?
Is that one of ours?,Est-ce l'un d'entre nous ?
Is that our problem?,Est-ce notre problème ?
Is that really true?,Est-ce véridique ?
Is that significant?,Est-ce significatif ?
Is that so terrible?,Est-ce si terrible ?
Is that the new guy?,Est-ce le nouveau ?
Is that thing yours?,Cette chose est à toi ?
Is that your answer?,Est-ce ta réponse ?
Is that your answer?,Est-ce votre réponse ?
Is that your mother?,Est-ce là ta mère ?
Is that your mother?,Est-ce là votre mère ?
Is that your sister?,Est-ce là ta sœur ?
Is that your sister?,Est-ce là votre sœur ?
Is the weather nice?,Le temps est-il beau ?
Is this a challenge?,S'agit-il d'un défi ?
Is this all of them?,Est-ce là tout ?
Is this all they do?,Est-ce tout ce qu'ils font ?
Is this all they do?,Est-ce tout ce qu'elles font ?
Is this all we need?,Est-ce là tout ce dont nous avons besoin ?
Is this appropriate?,Est-ce approprié ?
Is this appropriate?,Est-ce convenable ?
Is this book boring?,Est-ce que ce livre est ennuyant ?
Is this good French?,Est-ce du bon français ?
Is this jasmine tea?,Est-ce du thé au jasmin ?
Is this permissible?,Est-ce autorisé ?
Is this radio yours?,Cette radio est-elle la vôtre ?
Is this radio yours?,Cette radio est-elle la tienne ?
Is this seat vacant?,Cette place est-elle libre ?
Is this seat vacant?,Ce siège est-il libre ?
Is this seat vacant?,Cette chaise est-elle libre ?
Is this seat vacant?,Cette place est-elle libre ?
Is this seat vacant?,Est-ce que ce siège est libre ?
Is this the problem?,Est-ce le problème ?
Is this your family?,Est-ce ta famille ?
Is this your letter?,S'agit-il de votre lettre ?
Is this your locker?,C'est ton casier ?
Is this your locker?,Est-ce votre casier ?
Is this your pencil?,Ce crayon est-il le vôtre ?
Is this your wallet?,Est-ce ton porte-monnaie ?
Is this your wallet?,Est-ce votre porte-monnaie ?
Is this your wallet?,Est-ce ton portefeuille ?
Is this your wallet?,Est-ce votre portefeuille ?
Is your father rich?,Est-ce que ton père est riche ?
Is your mom at home?,Ta mère est à la maison ?
Is your mother here?,Ta mère est-elle là ?
Is your mother here?,Votre mère est-elle là ?
Isn't it profitable?,N'est-ce pas profitable ?
Isn't she beautiful?,N'est-elle pas belle ?
Isn't that adorable?,N'est-ce pas adorable ?
Isn't that annoying?,N'est-ce pas ennuyeux ?
Isn't that annoying?,N'est-ce pas agaçant ?
Isn't that childish?,N'est-ce pas puéril ?
Isn't that exciting?,Cela n'est-il pas excitant ?
Isn't that exciting?,N'est-ce pas excitant ?
Isn't that romantic?,N'est-ce pas romantique ?
Isn't that romantic?,Cela n'est-il pas romantique ?
It bothers me a lot.,Ça me soucie beaucoup.
It can be dangerous.,Ça peut être dangereux.
It can be difficult.,Ça peut être difficile.
It could be anybody.,Ça pourrait être n'importe qui.
It did not come off.,Ça ne s'est pas produit.
It did not come off.,Ça n'a pas été un succès.
It did not come off.,Ça n'a pas été une réussite.
It doesn't work yet.,Ça ne fonctionne pas encore.
It felt pretty good.,Je me sentis assez bien.
It felt pretty good.,Je me suis senti assez bien.
It happened so fast.,C'est arrivé tellement vite !
It happened so fast.,C'est arrivé tellement rapidement !
It is a little cold.,Il fait un peu froid.
It is going to snow.,Il va neiger.
It is too expensive.,C'est trop cher.
It isn't impossible.,Ce n'est pas impossible.
It looks like a UFO.,Ça ressemble à un OVNI.
It looks like a cow.,Cela ressemble à une vache.
It makes me nervous.,Ça me rend nerveux.
It makes me nervous.,Ça me rend nerveuse.
It may rain tonight.,Il se peut qu'il pleuve ce soir.
It may well be true.,Ça peut bien être vrai.
It might be a shark.,Ça pourrait être un requin.
It never snows here.,Il ne neige jamais ici.
It often rains here.,Il pleut souvent ici.
It often snows here.,Il neige souvent ici.
It rained all night.,Il a plu toute la nuit.
It rained yesterday.,Il a plu hier.
It really bugged me.,Ça m'a vraiment ennuyé.
It really bugged me.,Ça m'a vraiment ennuyée.
It serves you right.,Tu le mérites.
It serves you right.,Vous le méritez.
It smells delicious.,Ça sent délicieusement bon.
It smells delicious.,Cela sent délicieusement bon.
It snowed all night.,Il a neigé toute la nuit.
It snowed yesterday.,"Il a neigé hier."
It tastes very good.,C’est très bon.
It tastes very good.,Ça a très bon goût.
It took all evening.,Ça a pris toute la soirée.
It uses solar power.,Ça utilise l'énergie solaire.
It was a busy night.,Ce fut une nuit animée.
It was a busy night.,Ça a été une nuit agitée.
It was a close game.,C'était un match serré.
It was a compromise.,Il s'agissait d'un compromis.
It was a dark night.,C'était une nuit noire.
It was a good movie.,C'était un bon film.
It was a great trip.,Ce fut un merveilleux voyage.
It was a great trip.,Ça a été un super voyage.
It was a great trip.,Ce fut un super voyage.
It was a great trip.,Ça a été un merveilleux voyage.
It was a hot debate.,C'était un débat passionné.
It was a hot debate.,C'était un débat animé.
It was a lot of fun.,C'était très amusant.
It was a nice party.,Ce fut une chouette fête.
It was a nice party.,Ça a été une chouette fête.
It was a nice story.,C'était une belle histoire.
It was a tough race.,Ce fut une course difficile.
It was a wild night.,Ce fut une folle nuit.
It was all worth it.,Tout en valait la peine.
It was almost funny.,C'était presque amusant.
It was an emergency.,C'était une urgence.
It was excruciating.,Ce fut extrêmement douloureux.
It was excruciating.,Ça a été extrêmement douloureux.
It was fairly funny.,C'était assez amusant.
It was fine all day.,Il a fait beau toute la journée.
It was getting dark.,Ça s'assombrissait.
It was hard as rock.,C'était dur comme de la pierre.
It was his decision.,C'était sa décision.
It was just a dream.,Ce n'était qu'un rêve.
It was just a fling.,Ce n'était qu'une passade.
It was just a fling.,Ce ne fut qu'une passade.
It was just a hunch.,C'était juste une intuition.
It was light enough.,Il faisait suffisamment jour.
It was like a dream.,Ça me semblait comme un rêve.
It was only a dream.,Ce n'était qu'un rêve.
It was only a dream.,Ce ne fut qu'un rêve.
It was only a dream.,Ça n'a été qu'un rêve.
It was pretty scary.,C'était assez effrayant.
It was rather funny.,C'était plutôt amusant.
It was rather funny.,Ce fut plutôt amusant.
It was really close.,C'était moins une.
It was really funny.,C'était vraiment amusant.
It was really funny.,Ce fut vraiment amusant.
It was really weird.,C'était très bizarre.
It was seven thirty.,Il était sept heures trente.
It was unbelievable.,C'était incroyable.
It was very painful.,Ce fut très douloureux.
It was very painful.,Ça a été très douloureux.
It was worth trying.,Ça valait le coup d'essayer.
It was your mistake.,C'était ton erreur.
It wasn't a bad day.,Ce n'était pas un mauvais jour.
It wasn't a request.,Ce n'était pas une demande.
It wasn't expensive.,Ce n'était pas cher.
It wasn't just luck.,Ce n'était pas que de la chance.
It wasn't just that.,Ce n'était pas juste ça.
It wasn't that cold.,Il ne faisait pas si froid.
It worked perfectly.,Ça a parfaitement fonctionné.
It works like magic.,Ça marche comme par magie.
It would be perfect.,Ça serait parfait.
It'll be no problem.,Ça sera sans problème.
It'll be our secret.,Ce sera notre secret.
It'll cause trouble.,Cela causera des ennuis.
It'll come in handy.,Ça sera bien utile.
It'll probably rain.,Il pleuvra probablement.
It'll rain for sure.,Il va certainement pleuvoir.
It'll rain for sure.,"Il pleuvra sans aucun doute."
It'll rain for sure.,Il pleuvra certainement.
It'll snow tomorrow.,Il neigera demain.
It's Saturday today.,Aujourd'hui c'est samedi.
It's a big decision.,C'est une grosse décision.
It's a brain-teaser.,C'est un casse-tête.
It's a comedy movie.,C'est une comédie.
It's a dreary place.,C'est un endroit sinistre.
It's a gorgeous day.,C'est une magnifique journée.
It's a group effort.,C'est un effort collectif.
It's a huge mistake.,C'est une grosse erreur.
It's a huge mistake.,C'est une énorme erreur.
It's a huge problem.,C'est un gros problème.
It's a little dated.,Ça a un peu vécu.
It's a little dated.,C'est un peu démodé.
It's a little dated.,C'est un peu désuet.
It's a little nasty.,C'est un peu méchant.
It's a little scary.,C'est un peu effrayant.
It's a nice thought.,C'est une belle pensée.
It's a perfect trap.,C'est un piège idéal.
It's a popular idea.,C'est une idée répandue.
It's a real bargain.,C'est une bonne affaire.
It's a slippery one.,C'en est une scabreuse.
It's a world record.,C'est un record du monde.
It's after midnight.,C'est après minuit.
It's all a big joke.,Tout ça est une grosse blague.
It's all new for me.,C'est tout nouveau pour moi.
It's all or nothing.,C'est tout ou rien.
It's all your fault.,C'est entièrement de ta faute.
It's all your fault.,C'est entièrement de votre faute.
It's already eleven.,Il est déjà onze heures.
It's an inside joke.,C'est une blague d'initiés.
It's an inside joke.,C'est une blague entre nous.
It's an old picture.,C'est une vieille photo.
It's an old picture.,C'est un vieux tableau.
It's an old picture.,C'est une vieille image.
It's an older model.,C'est un modèle plus ancien.
It's as cold as ice.,C'est froid comme de la glace.
It's being arranged.,C'est en train d'être arrangé.
It's clearly a fake.,C'est clairement un faux.
It's cold out there.,Il fait froid au dehors.
It's dangerous here.,"C'est dangereux ici."
It's extremely ugly.,C'est vraiment très moche.
It's free of charge.,C'est gratuit.
It's getting bigger.,Il grandit.
It's getting larger.,Ça s'agrandit.
It's hard to choose.,C'est dur de choisir.
It's hard to choose.,C'est difficile de choisir.
It's here somewhere.,C'est là quelque part.
It's in my backpack.,Il est dans mon sac à dos.
It's just a fantasy.,C'est juste un fantasme.
It's just a placebo.,Ça n'est qu'un placebo.
It's just not right.,C'est simplement incorrect.
It's kind of boring.,C'est plutôt ennuyeux.
It's neat and clean.,C'est clair et net.
It's never too late.,Il n'est jamais trop tard.
It's non-refundable.,Ce n'est pas remboursable.
It's not a big deal.,Peu importe.
It's not a hospital.,Ce n'est pas un hôpital.
It's not about that.,Il ne s'agit pas de ça.
It's not about them.,Il ne s'agit pas d'eux.
It's not about them.,Il ne s'agit pas d'elles.
It's not cold today.,Il ne fait pas froid aujourd'hui.
It's not impossible.,Ce n'est pas impossible.
It's not irrelevant.,Ce n'est pas hors-sujet.
It's not my concern.,Ce n'est pas mon affaire.
It's not negotiable.,C'est non-négociable.
It's not real money.,Ce n'est pas du véritable argent.
It's not ridiculous.,Ce n'est pas ridicule.
It's not safe there.,"Ce n'est pas sécurisé là-bas."
It's not spring yet.,Ce n'est pas encore le printemps.
It's not subjective.,Ce n'est pas subjectif.
It's not the answer.,Ce n'est pas la réponse.
It's not the answer.,Ça ne constitue pas la réponse.
It's not worth much.,Ça ne vaut pas grand-chose.
It's not you I hate.,Ce n'est pas toi que je déteste.
It's not your fault.,Ce n'est pas de ta faute.
It's not your fault.,Ce n'est pas de votre faute.
It's not your style.,Ce n'est pas ton style.
It's not your style.,Ce n'est pas votre style.
It's old and clunky.,C'est vieux et poussif.
It's only temporary.,Ce n'est que temporaire.
It's only temporary.,Ce n'est que passager.
It's really awesome.,C'est vraiment super.
It's really awesome.,C'est vraiment génial.
It's really awesome.,C'est vraiment terrible.
It's really awesome.,C'est vraiment effarant.
It's slightly windy.,Il y a un peu de vent.
It's so complicated.,C'est si difficile.
It's so complicated.,C'est si compliqué.
It's still in limbo.,C'est toujours dans les limbes.
It's stuffy in here.,"C'est renfermé là-dedans."
It's time to get up.,Il est temps de se lever.
It's time-consuming.,Ça prend du temps.
It's time-consuming.,C'est chronophage.
It's too hot inside.,Il fait trop chaud à l'intérieur.
It's totally normal.,C'est totalement normal.
It's unbearably hot.,Il fait insupportablement chaud.
It's useless to try.,C'est inutile d'essayer.
It's useless to try.,Il est inutile d'essayer.
It's very beautiful.,C'est très beau.
It's very dangerous.,C'est très dangereux.
It's very different.,C'est très différent.
It's very different.,C'est fort différent.
It's very effective.,C'est très efficace.
It's very expensive.,C'est très cher !
It's very hot today.,"Aujourd'hui il fait très chaud."
It's very hot today.,Il fait vraiment chaud aujourd'hui.
It's your lucky day.,C'est ton jour de chance.
It's your only shot.,C'est ton seul tir.
It's your only shot.,C'est votre seul tir.
Japanese are Asians.,Les Japonais sont des Asiatiques.
Jesus answered them.,Jésus leur répondit.
Jupiter is a planet.,Jupiter est une planète.
Just follow my lead.,Suivez simplement mon exemple.
Just follow my lead.,Suis simplement mon exemple.
Just give it a shot.,Tentez votre chance.
Just leave me alone.,Fichez-moi simplement la paix !
Just leave me alone.,Fiche-moi simplement la paix !
Just relax a moment.,"Détendez-vous juste un moment."
Keep going straight.,Continuez tout droit !
Keep going straight.,Continue d'aller tout droit.
Keep me in the loop.,Laisse-moi dans la boucle.
Keep me in the loop.,Fais-moi circuler l'information.
Keep me in the loop.,Garde-moi informé.
Keep your eyes open.,Garde les yeux ouverts.
Keep your gun handy.,Garde ton arme à portée de main !
Keep your gun handy.,Gardez votre arme à portée de main !
Kids can be so mean.,Les enfants peuvent être tellement méchants.
Kids can be so mean.,Il arrive que les enfants soient tellement méchants.
Lay it on the table.,Posez-le sur la table.
Lay it on the table.,Posez-la sur la table.
Lay it on the table.,Pose-le sur la table.
Lay it on the table.,Pose-la sur la table.
Leave out this word.,Exclus ce mot !
Leave out this word.,Excluez ce mot !
Leave out this word.,Laisse ce mot de côté !
Leave out this word.,Laissez ce mot de côté !
Leave the door open.,Laisse la porte ouverte.
Let me do it my way.,Laisse-moi le faire à ma façon.
Let me explain this.,Laissez-moi expliquer ceci.
Let me explain this.,Laisse-moi expliquer ça.
Let me have a taste.,Laisse-moi goûter.
Let me pay my share.,Laissez-moi payer ma part.
Let me pay my share.,Laisse-moi payer ma part.
Let me win for once.,Laisse-moi gagner pour une fois.
Let the party begin.,Que la fête commence.
Let's be reasonable.,Soyons raisonnables.
Let's call for help.,Appelons de l'aide.
Let's call it a day.,Finissons-en pour aujourd'hui.
Let's call it a day.,C'est tout pour aujourd'hui !
Let's check the map.,Vérifions la carte !
Let's clean this up.,Nettoyons cela !
Let's clean this up.,Nettoyons ça !
Let's do the dishes.,Faisons la vaisselle.
Let's do this first.,Faisons ça d'abord.
Let's do this first.,Faisons ceci d'abord.
Let's do this later.,Faisons ceci plus tard.
Let's end this fast.,Finissons-en vite.
Let's end this fast.,Finissons ceci rapidement.
Let's focus on that.,Concentrons-nous là-dessus.
Let's get some food.,Allons chercher de la nourriture.
Let's get some food.,Allons chercher à manger.
Let's give it a try.,Essayons !
Let's give it a try.,Essayons ça !
Let's go out to eat.,Allons manger dehors.
Let's go to a movie.,Allons voir un film.
Let's have some fun.,Amusons-nous.
Let's have some fun.,Amusons-nous !
Let's keep in touch.,On garde contact.
Let's leave tonight.,Partons ce soir.
Let's make it brief.,Faisons court.
Let's move the sofa.,Déplaçons le canapé.
Let's not get cocky.,Ne soyons pas arrogants.
Let's not overreact.,Ne nous emballons pas !
Let's order a pizza.,Commandons une pizza.
Let's play baseball!,Jouons au baseball.
Let's play baseball.,Jouons au baseball.
Let's rest a little.,Reposons-nous un peu.
Let's sit down here.,Asseyons-nous ici.
Let's speak English.,Parlons anglais.
Let's start at 2:30.,Commençons à 2 h 30.
Let's start at 2:30.,Commençons à 14 h 30.
Let's start tonight.,Commençons ce soir.
Let's start tonight.,Commençons cette nuit.
Let's talk about it.,Parlons-en.
Let's try something.,Tentons quelque chose !
Let's try something.,Essayons quelque chose.
Let's try this cake.,Essayons ce gâteau.
Let's watch TV here.,Regardons la télévision ici.
Let's watch a movie.,Allons voir un film.
Life has just begun.,La vie vient juste de commencer.
Life is not all fun.,La vie n'est pas toujours agréable.
Life is not perfect.,La vie n'est pas parfaite.
Look at Tom's shoes.,Regarde les chaussures de Tom.
Look at the picture.,Regarde l'image.
Look at the picture.,"Regardez ce tableau s'il vous plaît."
Look out the window.,Regarde par la fenêtre !
Look out the window.,Regardez par la fenêtre !
Look under the seat.,Regarde sous le siège.
Look under the seat.,Regardez sous le siège.
"Look I'll show you.","Regarde je vais te montrer !"
"Look I'll show you.","Regardez je vais vous montrer !"
Love is not a crime.,L'amour n'est pas un crime.
Love your neighbors.,Aime ton prochain.
Make an appointment.,Prenez rendez-vous.
Make an appointment.,Prends rendez-vous.
Make another choice.,Faites un autre choix.
Make another choice.,Fais un autre choix.
Many people do this.,Beaucoup de gens font ça.
Mary is my fiancée.,Mary est ma fiancée.
May I ask your name?,Puis-je vous demander votre nom ?
May I be of service?,Puis-je être utile ?
May I be of service?,Puis-je me rendre utile ?
May I drink alcohol?,Puis-je boire de l'alcool ?
May I drink alcohol?,Puis-je consommer de l'alcool ?
May I eat something?,Pourrais-je manger quelque chose ?
May I eat that cake?,Puis-je manger ce gâteau ?
May I eat this cake?,Puis-je manger ce gâteau ?
May I have a napkin?,Puis-je avoir une serviette ?
May I interrupt you?,Puis-je vous interrompre ?
May I open the door?,Est-ce que je peux ouvrir la porte ?
May I say something?,Est-ce que je peux dire quelque chose ?
May I say something?,Puis-je dire quelque chose ?
May I take a shower?,Je peux prendre une douche?
May I use the phone?,Puis-je utiliser le téléphone ?
Maybe I exaggerated.,Peut-être ai-je exagéré.
Maybe I'll call you.,Peut-être vous appellerai-je.
Maybe I'll call you.,Peut-être t'appellerai-je.
Maybe Tom can do it.,Peut-être que Tom peut le faire.
Maybe Tom is stupid.,Peut-être que Tom est stupide.
Maybe it wasn't Tom.,Peut-être ne s'agissait-il pas de Tom.
Maybe she is coming.,Peut-être vient-elle.
Maybe we can fix it.,Peut-être pouvons-nous le réparer.
Merlin was a wizard.,Merlin était magicien.
Mine is the red one.,Le mien est le rouge.
Mine is the red one.,La mienne est la rouge.
Mom is always right.,Maman a toujours raison.
Money is everything.,L'argent peut tout.
Monkeys climb trees.,Les singes grimpent aux arbres.
Move out of the way.,Sors du passage !
Move out of the way.,Sortez du passage !
Mozart died in 1791.,Mozart est mort en 1791.
Music is my passion.,La musique est ma passion.
Must I write in ink?,Dois-je écrire à l'encre ?
My answer is enough.,Ma réponse suffit.
My aunt looks young.,Ma tante paraît jeune.
My back still hurts.,Mon dos me fait encore mal.
My boss is an idiot.,Mon chef est un idiot.
